1991;# doc = ahscomments.2.txt;;;;;;;;;;;;;;;;
1992;# speaker = Арина;;;;;;;;;;;;;;;;
1993;# sent = 141;;;;;;;;;;;;;;;;
2294;;;;;;;;;;;;;;;;;
2295;# sent = 184;;;;;;;;;;;;;;;;
2296;"<distinct form=""";;;;;;;;;;;;;;;;
2297;<dist>;Ааа;;;;;;;;;;;;;;;
2298;""">";;;;;;;;;;;;;;;;
2299;;А;А;INTJ;;;Ааа _А_ я поняла;а;;;;;;INTJ;А;INTJ;А
2300;</distinct>;;;;;;;;;;;;;;;;
2301;;я;Я;SPRO sg 1p - nom;;;А _я_ поняла , что;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
2302;;поняла;ПОНЯТЬ;V pf praet sg indic f act ;;;А я _поняла_ , что он;а;л;я;н;о;п;V;ПОНЯТЬ;V pf praet sg indic f -;Ь
2303;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2304;;что;ЧТО;CONJ;;;я поняла , _что_ он с ним;о;т;ч;;;;CONJ;ЧТО;CONJ;О
2305;;он;ОН;SPRO sg 3p m nom;;;поняла , что _он_ с ним делает;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
2306;;с;С;PR;;;, что он _с_ ним делает .;с;;;;;;PR;С;PR;С
2307;;ним;ОН;SPRO sg 3p m ins;;;что он с _ним_ делает .;м;и;н;;;;SPRO;ОН;SPRO sg 3p m ins;Н
2308;;делает;ДЕЛАТЬ;V ipf praes sg indic tran act 3p;;;он с ним _делает_ .;т;е;а;л;е;д;V;ДЕЛАТЬ;V ipf praes sg indic - 3p;Ь
2309;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2310;;;;;;;;;;;;;;;;;
2311;# sent = 185;;;;;;;;;;;;;;;;
2312;"<span class=""note"">";;;;;;;;;;;;;;;;
2313;<note>;смеется;;;;;;;;;;;;;;;
2314;</span>;;;;;;;;;;;;;;;;
2315;;Прям;ПРЯМО;PART;;;смеется _Прям_ беда в доме;м;я;р;п;;;A;ПРЯМОЙ;A - - sg brev m -;Й
2316;;беда;БЕДА;S f inan nom sg;;;смеется Прям _беда_ в доме ,;а;д;е;б;;;S;БЕДА;S f inan nom sg;А
2317;;в;В;PR;;;Прям беда _в_ доме , она;в;;;;;;PR;В;PR;В
2318;;доме;ДОМ;S m inan loc sg;;;Прям беда в _доме_ , она сына;е;м;о;д;;;S;ДОМ;S m inan loc sg;М
2319;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2320;;она;ОНА;SPRO sg 3p f nom;;;в доме , _она_ сына обнимает и;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
2321;;сына;СЫН;S m anim gen sg;;;доме , она _сына_ обнимает и такая;а;н;ы;с;;;S;СЫН;S m anim gen sg;Н
2322;;обнимает;ОБНИМАТЬ;V ipf praes sg indic tran act 3p;;;, она сына _обнимает_ и такая;т;е;а;м;и;н;V;ОБНИМАТЬ;V ipf praes sg indic - 3p;Ь
2323;;и;И;CONJ;;;она сына обнимает _и_ такая плачет;и;;;;;;CONJ;И;CONJ;И
2324;;такая;ТАКОЙ;APRO - nom sg plen f -;;;сына обнимает и _такая_ плачет;я;а;к;а;т;;APRO;ТАКОЙ;A - nom sg plen f -;Й
2325;"<span class=""note"">";;;;;;;;;;;;;;;;
2326;<note>;плачет;;;;;;;;;;;;;;;
2327;</span>;;;;;;;;;;;;;;;;
2328;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2329;;;;;;;;;;;;;;;;;
2330;# sent = 186;;;;;;;;;;;;;;;;
2331;# speaker = Арина;;;;;;;;;;;;;;;;
2332;# sent = 187;;;;;;;;;;;;;;;;
2333;;Вдыхай;ВДЫХАТЬ;V ipf - sg imper tran act 2p;;;_Вдыхай_ запах печенья ,;й;а;х;ы;д;в;V;ВДЫХАТЬ;V ipf - sg imper - 2p;Ь
2334;;запах;ЗАПАХ;S m inan acc sg;;;Вдыхай _запах_ печенья , очень;х;а;п;а;з;;S;ЗАПАХ;S m inan acc sg;Х
2335;;печенья;ПЕЧЕНЬЕ;S n inan gen sg;;;Вдыхай запах _печенья_ , очень успокаивает;я;ь;н;е;ч;е;S;ПЕЧЕНЬЕ;S n inan gen sg;Е
2336;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2337;;очень;ОЧЕНЬ;ADV -;;;запах печенья , _очень_ успокаивает .;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
2338;;успокаивает;УСПОКАИВАТЬ;V ipf praes sg indic tran act 3p;;;печенья , очень _успокаивает_ .;т;е;а;в;и;а;V;УСПОКАИВАТЬ;V ipf praes sg indic - 3p;Ь
2339;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2340;;;;;;;;;;;;;;;;;
2341;# sent = 188;;;;;;;;;;;;;;;;
2342;# speaker = Арина;;;;;;;;;;;;;;;;
2343;# sent = 189;;;;;;;;;;;;;;;;
2344;;Что;ЧТО;SPRO n inan nom sg;;;_Что_ за имена ?;о;т;ч;;;;SPRO;ЧТО;S n - nom sg;О
2345;;за;ЗА;PR;;;Что _за_ имена ?;а;з;;;;;PR;ЗА;PR;А
2346;;имена;ИМЯ;S n inan nom pl;;;Что за _имена_ ?;а;н;е;м;и;;S;ИМЯ;S n inan acc pl;Я
2347;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2348;;;;;;;;;;;;;;;;;
2349;# sent = 190;;;;;;;;;;;;;;;;
2350;# speaker = Арина;;;;;;;;;;;;;;;;
2351;# sent = 191;;;;;;;;;;;;;;;;
2352;;Прям;ПРЯМО;PART;;;_Прям_ такая музыка ,;м;я;р;п;;;A;ПРЯМОЙ;A - - sg brev m -;Й
2353;;такая;ТАКОЙ;APRO - nom sg plen f -;;;Прям _такая_ музыка , как будто;я;а;к;а;т;;APRO;ТАКОЙ;A - nom sg plen f -;Й
2354;;музыка;МУЗЫКА;S f inan nom sg;;;Прям такая _музыка_ , как будто ,;а;к;ы;з;у;м;S;МУЗЫКА;S f inan nom sg;А
2355;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2356;;как будто;как будто;PART;;;такая музыка , _как будто_ , блин ,;о;т;д;у;б;;CONJ;как будто;CONJ;о
2357;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2358;;блин;БЛИН;INTJ;;;, как будто , _блин_ , не знаю;н;и;л;б;;;S;БЛИН;S m inan nom sg;Н
2359;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2360;;не;НЕ;PART;;;, блин , _не_ знаю ..;е;н;;;;;PART;НЕ;PART;Е
2361;;знаю;ЗНАТЬ;V ipf praes sg indic tran act 1p;;;блин , не _знаю_ ..;ю;а;н;з;;;V;ЗНАТЬ;V ipf praes sg indic - 1p;Ь
2362;;..;..;PUNCT;;;;;;;;;;PUNCT;;;
2363;;;;;;;;;;;;;;;;;
2364;# sent = 192;;;;;;;;;;;;;;;;
2365;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2366;;ужастик;УЖАСТИК;S m inan nom sg;;;. _ужастик_ .;к;и;т;с;а;ж;S;УЖАСТИК;S m inan nom sg;К
2367;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2368;;;;;;;;;;;;;;;;;
2369;# sent = 193;;;;;;;;;;;;;;;;
2370;# speaker = Арина;;;;;;;;;;;;;;;;
2371;# sent = 194;;;;;;;;;;;;;;;;
2372;;Это;ЭТО;SPRO n - nom sg;;;_Это_ что Читос ?;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
2373;;что;ЧТО;SPRO n inan nom sg;;;Это _что_ Читос ?;о;т;ч;;;;CONJ;ЧТО;CONJ;О
2374;;Читос;ЧИТОС;S m inan nom sg;;;Это что _Читос_ ?;с;о;т;и;ч;;S;ЧИТОС;S m anim nom sg;С
2375;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2376;;;;;;;;;;;;;;;;;
2377;# sent = 195;;;;;;;;;;;;;;;;
2378;"<span class=""note"">";;;;;;;;;;;;;;;;
2379;<note>;смеется;;;;;;;;;;;;;;;
2380;</span>;;;;;;;;;;;;;;;;
2381;;;;;;;;;;;;;;;;;
2382;# sent = 196;;;;;;;;;;;;;;;;
2383;# speaker = Арина;;;;;;;;;;;;;;;;
2384;# sent = 197;;;;;;;;;;;;;;;;
2385;;Видишь;ВИДЕТЬ;V ipf praes sg indic tran act 2p;;;_Видишь_ , говорят ,;ь;ш;и;д;и;в;V;ВИДЕТЬ;V ipf praes sg indic - 2p;Ь
2386;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2387;;говорят;ГОВОРИТЬ;V ipf praes pl indic tran act 3p;;;Видишь , _говорят_ , мм ..;т;я;р;о;в;о;V;ГОВОРИТЬ;V ipf praes pl indic - 3p;Ь
2388;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2389;;мм;ММ;INTJ;;;, говорят , _мм_ .. пси;м;м;;;;;INTJ;ММ;INTJ;М
2390;;..;..;PUNCT;;;;;;;;;;PUNCT;;;
2391;"<distinct form=""";;;;;;;;;;;;;;;;
2392;<dist>;пси;;;;;;;;;;;;;;;
2393;""">";;;;;;;;;;;;;;;;
2394;;псих;ПСИХ;S m anim nom sg;;;пси _псих_ .. Трамп;х;и;с;п;;;S;ПСИХ;S m anim nom sg;Х
2395;</distinct>;;;;;;;;;;;;;;;;
2396;;..;..;PUNCT;;;;;;;;;;PUNCT;;;
2397;;Трамп;ТРАМП;S m anim nom sg;;;псих .. _Трамп_ чт;п;м;а;р;т;;S;ТРАМП;S m inan acc sg;П
2398;"<distinct form=""";;;;;;;;;;;;;;;;
2399;<dist>;чт;;;;;;;;;;;;;;;
2400;""">";;;;;;;;;;;;;;;;
2401;;что;ЧТО;CONJ;;;чт _что_ псих и;о;т;ч;;;;CONJ;ЧТО;CONJ;О
2402;</distinct>;;;;;;;;;;;;;;;;
2403;;псих;ПСИХ;S m anim nom sg;;;что _псих_ и что он;х;и;с;п;;;S;ПСИХ;S m anim nom sg;Х
2404;;и;И;CONJ;;;что псих _и_ что он погубит;и;;;;;;CONJ;И;CONJ;И
2405;;что;ЧТО;CONJ;;;псих и _что_ он погубит Америку;о;т;ч;;;;CONJ;ЧТО;CONJ;О
2406;;он;ОН;SPRO sg 3p m nom;;;псих и что _он_ погубит Америку .;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
2407;;погубит;ПОГУБИТЬ;V pf fut sg indic tran act 3p;;;и что он _погубит_ Америку .;т;и;б;у;г;о;V;ПОГУБИТЬ;V pf fut sg indic - 3p;Ь
2408;;Америку;АМЕРИКА;S f inan acc sg;;;что он погубит _Америку_ .;у;к;и;р;е;м;S;АМЕРИКА;S f inan acc sg;А
2409;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2410;;;;;;;;;;;;;;;;;
2411;# sent = 198;;;;;;;;;;;;;;;;
2412;"<distinct form=""";;;;;;;;;;;;;;;;
2413;<dist>;Аа;;;;;;;;;;;;;;;
2414;""">";;;;;;;;;;;;;;;;
2415;;А;А;INTJ;;;Аа _А_ , типо;а;;;;;;INTJ;А;INTJ;А
2416;</distinct>;;;;;;;;;;;;;;;;
2417;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2418;;типо;ТИПО;PART;;;А , _типо_ , аааа;о;п;и;т;;;PART;ТИПО;PART;О
2419;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2420;"<distinct form=""";;;;;;;;;;;;;;;;
2421;<dist>;аааа;;;;;;;;;;;;;;;
2422;""">";;;;;;;;;;;;;;;;
2423;;А;А;INTJ;;;аааа _А_ , они;а;;;;;;NONLEX;А;NONLEX;А
2424;</distinct>;;;;;;;;;;;;;;;;
2425;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2426;;они;ОНИ;SPRO pl - - nom;;;А , _они_ лесбиянки , поэтому;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
2427;;лесбиянки;ЛЕСБИЯНКА;S f anim nom pl;;;, они _лесбиянки_ , поэтому они;и;к;н;я;и;б;S;ЛЕСБИЯНКА;S f anim nom pl;А
2428;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2429;;поэтому;ПОЭТОМУ;CONJ;;;они лесбиянки , _поэтому_ они так волнуются;у;м;о;т;э;о;ADV;ПОЭТОМУ;ADV -;У
2430;;они;ОНИ;SPRO pl - - nom;;;лесбиянки , поэтому _они_ так волнуются .;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
2431;;так;ТАК;ADVPRO;;;, поэтому они _так_ волнуются .;к;а;т;;;;ADV;ТАК;ADV -;К
2432;;волнуются;ВОЛНОВАТЬСЯ;V ipf praes pl indic med intr 3p;;;поэтому они так _волнуются_ .;я;с;т;ю;у;н;V;ВОЛНОВАТЬСЯ;V ipf praes pl indic - 3p;Я
2433;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2434;;;;;;;;;;;;;;;;;
2435;# sent = 199;;;;;;;;;;;;;;;;
2436;;Что;ЧТО;CONJ;;;. _Что_ типо Трамп запретит;о;т;ч;;;;CONJ;ЧТО;S n - nom sg;О
2437;;типо;ТИПО;PART;;;Что _типо_ Трамп запретит браки;о;п;и;т;;;PART;ТИПО;PART;О
2438;;Трамп;ТРАМП;S m anim nom sg;;;Что типо _Трамп_ запретит браки и;п;м;а;р;т;;S;ТРАМП;S f inan nom sg;П
2439;;запретит;ЗАПРЕТИТЬ;V pf fut sg indic act tran 3p;;;Что типо Трамп _запретит_ браки и т.д.;т;и;т;е;р;п;V;ЗАПРЕТИТЬ;V pf fut sg indic - 3p;Ь
2440;;браки;БРАК;S m inan acc pl;;;типо Трамп запретит _браки_ и т.д. и;и;к;а;р;б;;S;БРАК;S m inan acc pl;К
2441;;и;И;CONJ;;;Трамп запретит браки _и_ т.д. и т.п;и;;;;;;CONJ;И;CONJ;И
2442;;т.д.;Т.Д.;NONLEX;;;запретит браки и _т.д._ и т.п .;,;д;,;т;;;NONLEX;Т.Д.;S - - nonflex -;,
2443;;и;И;CONJ;;;браки и т.д. _и_ т.п .;и;;;;;;CONJ;И;CONJ;И
2444;;т.п;Т.П;NONLEX;;;и т.д. и _т.п_ .;п;,;т;;;;NONLEX;Т.П;S - - nonflex -;П
2445;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2446;;;;;;;;;;;;;;;;;
2447;# sent = 200;;;;;;;;;;;;;;;;
2448;# speaker = Арина;;;;;;;;;;;;;;;;
2449;# sent = 201;;;;;;;;;;;;;;;;
2450;"<distinct form=""";;;;;;;;;;;;;;;;
2451;<dist>;Аа;;;;;;;;;;;;;;;
2452;""">";;;;;;;;;;;;;;;;
2453;;А;А;INTJ;;;Аа _А_ , это;а;;;;;;CONJ;А;S - - nonflex -;А
2454;</distinct>;;;;;;;;;;;;;;;;
2455;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2456;;это;ЭТО;SPRO n - nom sg;;;А , _это_ их сын .;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
2457;;их;ИХ;APRO;;;, это _их_ сын .;х;и;;;;;APRO;ИХ;A - nonflex - plen - -;Х
2458;;сын;СЫН;S m anim nom sg;;;, это их _сын_ .;н;ы;с;;;;S;СЫН;S m anim nom sg;Н
2459;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2460;;;;;;;;;;;;;;;;;
2461;# sent = 202;;;;;;;;;;;;;;;;
2462;;Он;ОН;SPRO sg 3p m nom;;;. _Он_ боится , что;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
2463;;боится;БОЯТЬСЯ;V ipf praes sg indic intr med 3p;;;Он _боится_ , что они;я;с;т;и;о;б;V;БОЯТЬСЯ;V ipf praes sg indic - 3p;Я
2464;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2465;;что;ЧТО;CONJ;;;Он боится , _что_ они перестанут быть;о;т;ч;;;;CONJ;ЧТО;CONJ;О
2466;;они;ОНИ;SPRO pl - - nom;;;боится , что _они_ перестанут быть женатыми;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
2467;;перестанут;ПЕРЕСТАТЬ;V pf fut pl indic intr 3p act;;;, что они _перестанут_ быть женатыми .;т;у;н;а;т;с;V;ПЕРЕСТАТЬ;V pf fut pl indic - 3p;Ь
2468;;быть;БЫТЬ;V ipf intr inf act;;;что они перестанут _быть_ женатыми .;ь;т;ы;б;;;V;БЫТЬ;V ipf - - inf - -;Ь
2469;;женатыми;ЖЕНАТЫЙ;A - ins pl plen - -;;;они перестанут быть _женатыми_ .;и;м;ы;т;а;н;A;ЖЕНАТЫЙ;A - ins pl plen - -;Й
2470;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2471;;;;;;;;;;;;;;;;;
2472;# sent = 203;;;;;;;;;;;;;;;;
2473;;Да;ДА;PART;;;. _Да_ , звучит ,;а;д;;;;;PART;ДА;PART;А
2474;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2475;;звучит;ЗВУЧАТЬ;V ipf praes sg indic intr act 3p;;;Да , _звучит_ , канеш;т;и;ч;у;в;з;V;ЗВУЧАТЬ;V ipf praes sg indic - 3p;Ь
2476;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2477;"<distinct form=""";;;;;;;;;;;;;;;;
2478;<dist>;канеш;;;;;;;;;;;;;;;
2479;""">";;;;;;;;;;;;;;;;
2480;;конечно;КОНЕЧНО;PARENTH;;;канеш _конечно_ , бредово;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -;О
2481;</distinct>;;;;;;;;;;;;;;;;
2482;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2483;;бредово;БРЕДОВЫЙ;A - - sg brev n -;;;конечно , _бредово_ .;о;в;о;д;е;р;A;БРЕДОВЫЙ;A - - sg brev n -;Й
2484;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2485;;;;;;;;;;;;;;;;;
2486;# sent = 204;;;;;;;;;;;;;;;;
2487;;Да;ДА;PART;;;. _Да_ он живет в;а;д;;;;;CONJ;ДА;CONJ;А
2488;;он;ОН;SPRO sg 3p m nom;;;Да _он_ живет в хорошей;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
2489;;живет;ЖИТЬ;V ipf praes sg indic intr act 3p;;;Да он _живет_ в хорошей семье;т;е;в;и;ж;;V;ЖИТЬ;V ipf praes sg indic - 3p;Ь
2490;;в;В;PR;;;Да он живет _в_ хорошей семье .;в;;;;;;PR;В;PR;В
2491;;хорошей;ХОРОШИЙ;A - loc sg plen f -;;;он живет в _хорошей_ семье .;й;е;ш;о;р;о;A;ХОРОШИЙ;A - loc sg plen f -;Й
2492;;семье;СЕМЬЯ;S f inan loc sg;;;живет в хорошей _семье_ .;е;ь;м;е;с;;S;СЕМЬЯ;S f inan loc sg;Я
2493;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2494;;;;;;;;;;;;;;;;;
2495;# sent = 205;;;;;;;;;;;;;;;;
2496;# speaker = Арина;;;;;;;;;;;;;;;;
2497;# sent = 206;;;;;;;;;;;;;;;;
2498;;Да;ДА;PART;;;_Да_ , это Читос;а;д;;;;;PART;ДА;PART;А
2499;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2500;;это;ЭТО;SPRO n - nom sg;;;Да , _это_ Читос .;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
2501;;Читос;ЧИТОС;S m inan nom sg;;;Да , это _Читос_ .;с;о;т;и;ч;;S;ЧИТОС;S m anim nom sg;С
2502;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2503;;;;;;;;;;;;;;;;;
2504;# sent = 207;;;;;;;;;;;;;;;;
2505;;Что;ЧТО;SPRO n inan acc sg;;;. _Что_ , он будет;о;т;ч;;;;CONJ;ЧТО;CONJ;О
2506;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2507;;он;ОН;SPRO sg 3p m nom;;;Что , _он_ будет делать свежевыжатый;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
2508;;будет;БЫТЬ;V ipf fut sg indic intr act 3p;;;Что , он _будет_ делать свежевыжатый сок;т;е;д;у;б;;V;БЫТЬ;V ipf praes sg indic - 3p;Ь
2509;;делать;ДЕЛАТЬ;V ipf tran act inf - -;;;, он будет _делать_ свежевыжатый сок из;ь;т;а;л;е;д;V;ДЕЛАТЬ;V ipf - - inf - -;Ь
2510;;свежевыжатый;СВЕЖЕВЫЖАТЫЙ;A - acc sg plen m -;;;он будет делать _свежевыжатый_ сок из Читоса;й;ы;т;а;ж;ы;A;СВЕЖЕВЫЖАТЫЙ;A - nom sg plen m -;Й
2511;;сок;СОК;S m inan acc sg;;;будет делать свежевыжатый _сок_ из Читоса ?;к;о;с;;;;S;СОК;S m inan nom sg;К
2512;;из;ИЗ;PR;;;делать свежевыжатый сок _из_ Читоса ?;з;и;;;;;PR;ИЗ;PR;З
2513;;Читоса;ЧИТОС;S m inan gen sg;;;свежевыжатый сок из _Читоса_ ?;а;с;о;т;и;ч;S;ЧИТОС;S m anim acc sg;С
2514;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2515;;;;;;;;;;;;;;;;;
2516;# sent = 208;;;;;;;;;;;;;;;;
2517;;Зачем;ЗАЧЕМ;ADVPRO;;;? _Зачем_ ему это ?;м;е;ч;а;з;;ADV;ЗАЧЕМ;ADV -;М
2518;;ему;ОН;SPRO sg 3p m dat;;;Зачем _ему_ это ?;у;м;е;;;;SPRO;ОН;SPRO sg 3p m dat;Н
2519;;это;ЭТО;SPRO n - nom sg;;;Зачем ему _это_ ?;о;т;э;;;;SPRO;ЭТО;S n - acc sg;О
2520;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2521;;;;;;;;;;;;;;;;;
2522;# sent = 209;;;;;;;;;;;;;;;;
2523;;Дибил;ДЕБИЛ;S sg anim  m ;;;? _Дибил_ .;л;и;б;и;д;;V;ДИБИТЬ;V pf praet sg indic m -;Ь
2524;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2525;;;;;;;;;;;;;;;;;
2526;# sent = 210;;;;;;;;;;;;;;;;
2527;# speaker = Арина;;;;;;;;;;;;;;;;
2528;# sent = 211;;;;;;;;;;;;;;;;
2529;;Роза;РОЗА;S f anim nom sg;;;_Роза_ в стакане .;а;з;о;р;;;S;РОЗА;S f anim nom sg;А
2530;;в;В;PR;;;Роза _в_ стакане .;в;;;;;;PR;В;PR;В
2531;;стакане;СТАКАН;S m inan loc sg;;;Роза в _стакане_ .;е;н;а;к;а;т;S;СТАКАН;S m inan loc sg;Н
2532;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2533;;;;;;;;;;;;;;;;;
2534;# sent = 212;;;;;;;;;;;;;;;;
2535;;Как;КАК;CONJ;;;". _Как_ из "" Красавицы";к;а;к;;;;CONJ;КАК;CONJ;К
2536;;из;ИЗ;PR;;;"Как _из_ "" Красавицы и";з;и;;;;;PR;ИЗ;PR;З
2537;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
2538;;Красавицы;КРАСАВИЦА;S f anim gen sg;;;"Как из "" _Красавицы_ и чудовища """;ы;ц;и;в;а;с;S;КРАСАВИЦА;S f anim gen sg;А
2539;;и;И;CONJ;;;"из "" Красавицы _и_ чудовища "" .";и;;;;;;CONJ;И;CONJ;И
2540;;чудовища;ЧУДОВИЩЕ;S n anim gen sg;;;""" Красавицы и _чудовища_ "" .";а;щ;и;в;о;д;S;ЧУДОВИЩЕ;S n anim gen sg;Е
2541;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
2542;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2543;;;;;;;;;;;;;;;;;
2544;# sent = 213;;;;;;;;;;;;;;;;
2545;"<distinct form=""";;;;;;;;;;;;;;;;
2546;<dist>;Фуу;;;;;;;;;;;;;;;
2547;""">";;;;;;;;;;;;;;;;
2548;;Фу;ФУ;INTJ;;;Фуу _Фу_;у;ф;;;;;INTJ;ФУ;INTJ;У
2549;</distinct>;;;;;;;;;;;;;;;;
2550;;;;;;;;;;;;;;;;;
2551;# sent = 214;;;;;;;;;;;;;;;;
2552;# speaker = Арина;;;;;;;;;;;;;;;;
2553;# sent = 215;;;;;;;;;;;;;;;;
2554;"<distinct form=""";;;;;;;;;;;;;;;;
2555;<dist>;Фуу;;;;;;;;;;;;;;;
2556;""">";;;;;;;;;;;;;;;;
2557;;Фу;ФУ;INTJ;;;Фуу _Фу_ ,;у;ф;;;;;INTJ;ФУ;INTJ;У
2558;</distinct>;;;;;;;;;;;;;;;;
2559;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2560;"<distinct form=""";;;;;;;;;;;;;;;;
2561;<dist>;чё;;;;;;;;;;;;;;;
2562;""">";;;;;;;;;;;;;;;;
2563;;что;ЧТО;SPRO n inan acc sg;;;чё _что_ он делает;о;т;ч;;;;ADV;ЧТО;ADV -;О
2564;</distinct>;;;;;;;;;;;;;;;;
2565;;он;ОН;SPRO sg 3p m nom;;;что _он_ делает ?;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
2566;;делает;ДЕЛАТЬ;V ipf praes sg indic tran act 3p;;;что он _делает_ ?;т;е;а;л;е;д;V;ДЕЛАТЬ;V ipf praes sg indic - 3p;Ь
2567;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2568;;;;;;;;;;;;;;;;;
2569;# sent = 216;;;;;;;;;;;;;;;;
2570;;Все;ВЕСЬ;APRO - nom pl plen ;;;? _Все_ руки в Читосе;е;с;в;;;;APRO;ВЕСЬ;A - nom pl plen - -;Ь
2571;;руки;РУКА;S f inan nom pl;;;Все _руки_ в Читосе ,;и;к;у;р;;;S;РУКА;S f inan nom pl;А
2572;;в;В;PR;;;Все руки _в_ Читосе , и;в;;;;;;PR;В;PR;В
2573;;Читосе;ЧИТОС;S m inan loc sg;;;Все руки в _Читосе_ , и он;е;с;о;т;и;ч;S;ЧИТОСА;S f inan loc sg;С
2574;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2575;;и;И;CONJ;;;в Читосе , _и_ он что-то ...;и;;;;;;CONJ;И;CONJ;И
2576;;он;ОН;SPRO sg 3p m nom;;;Читосе , и _он_ что-то ...;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
2577;;что-то;ЧТО-ТО;PART;;;, и он _что-то_ ...;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - acc sg;О
2578;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
2579;;;;;;;;;;;;;;;;;
2580;# sent = 217;;;;;;;;;;;;;;;;
2581;;О;О;INTJ;;;... _О_ , тёлка из;о;;;;;;PR;О;PR;О
2582;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2583;;тёлка;ТЕЛКА;S f anim nom sg;;;"О , _тёлка_ из "" Американской";а;к;л;ё;т;;S;ТЕЛКА;S f anim nom sg;А
2584;;из;ИЗ;PR;;;"О , тёлка _из_ "" Американской истории";з;и;;;;;PR;ИЗ;PR;З
2585;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
2586;;Американской;АМЕРИКАНСКИЙ;A - gen sg plen f -;;;"тёлка из "" _Американской_ истории ужа";й;о;к;с;н;а;A;АМЕРИКАНСКИЙ;A - gen sg plen f -;Й
2587;;истории;ИСТОРИЯ;S f inan gen sg;;;"из "" Американской _истории_ ужа";и;и;р;о;т;с;S;ИСТОРИЯ;S f inan gen sg;Я
2588;"<distinct form=""";;;;;;;;;;;;;;;;
2589;<dist>;ужа;;;;;;;;;;;;;;;
2590;""">";;;;;;;;;;;;;;;;
2591;;ужасов;УЖАС;S m inan gen pl;;;ужа _ужасов_ ...;в;о;с;а;ж;у;S;УЖАС;S m inan gen pl;С
2592;</distinct>;;;;;;;;;;;;;;;;
